num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
1749,Matthew Tyce,political_econ,Europe,KCL,7,2425,7,2254,220.73287023005884,1702,343.0,2159,11,2737,0,3283,0,3965,5.5,2853,0,3203,7,2299,3.5,2589,110.36643511502942,2048,220.73287023005884,1505,221.73287023005884,1958
1750,Tugba Bozcaga,political_econ,Europe,KCL,2,3967,0,4385,7.937253933193772,4186,13.0,4130,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,3.968626966596886,4204,7.937253933193772,4133,8.937253933193773,4161
1751,Julian Limberg,p_finance,Europe,KCL,9,1992,9,1961,113.01327355669332,2378,340.0,2165,20,1840,0,3283,0,3965,10.0,1962,0,3203,9,2003,4.5,2297,56.50663677834667,2600,113.01327355669332,2194,114.01327355669332,2521
1752,Joel Rabinovich,finance,Europe,KCL,7,2425,7,2254,92.2713389953782,2576,210.0,2573,16,2168,0,3283,0,3965,8.0,2304,0,3203,7,2299,3.5,2589,46.13566949768909,2770,92.2713389953782,2419,93.2713389953782,2696
1753,Claudia Horn,multiple-field,Europe,KCL,3,3600,0,4385,8.366600265340756,4159,16.0,4062,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,4.183300132670378,4176,8.366600265340756,4103,9.366600265340756,4135
1754,Portia Roelofs,other,Europe,KCL,4,3256,3,3094,45.69463863518345,3211,80.0,3267,9,3018,0,3283,0,3965,4.5,3116,0,3203,3,3149,1.5,3437,22.84731931759173,3324,45.69463863518345,3085,46.69463863518345,3258
1755,Maia King,multiple-field,Europe,KCL,3,3600,2,3404,54.78138369920935,3060,77.0,3292,5,3656,0,3283,1,2917,2.5,3719,0,3203,2,3459,1.0,3730,27.390691849604675,3194,54.78138369920935,2922,55.78138369920935,3116
1756,Bouke Klein Teeselink,multiple-field,Europe,KCL,3,3600,2,3404,23.345235059857504,3692,43.0,3658,9,3018,0,3283,3,2072,4.5,3116,0,3203,2,3459,2.5,2945,11.672617529928752,3734,23.345235059857504,3590,24.345235059857504,3676
1757,Russell Foster,other,Europe,KCL,6,2677,6,2423,44.23799272118933,3244,131.0,2950,21,1766,0,3283,0,3965,10.5,1890,0,3203,6,2464,3.0,2752,22.118996360594664,3348,44.23799272118933,3116,45.23799272118933,3280
1758,Lama Tawakkol,political_econ,Europe,KCL,3,3600,1,3809,13.114877048604,4002,22.0,3954,6,3475,0,3283,0,3965,3.0,3545,0,3203,1,3860,0.5,4086,6.557438524302,4022,13.114877048604,3925,14.114877048604,3973
1759,Barbara Piotrowska,political_econ,Europe,KCL,6,2677,2,3404,21.16601048851673,3758,54.0,3505,10,2874,0,3283,0,3965,5.0,2983,0,3203,2,3459,1.0,3730,10.583005244258365,3796,21.16601048851673,3662,22.16601048851673,3741
1760,Marco Giani,political_econ,Europe,KCL,7,2425,7,2254,516.6052651686779,898,681.0,1576,12,2609,0,3283,0,3965,6.0,2731,0,3203,7,2299,3.5,2589,258.30263258433894,1425,516.6052651686779,723,517.6052651686779,1311
1761,Mona Morgan-Collins,political_econ,Europe,KCL,4,3256,1,3809,28.6705423736629,3563,48.0,3588,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,14.33527118683145,3625,28.6705423736629,3452,29.6705423736629,3565
1762,Jenna Marshall,other,Europe,KCL,2,3967,1,3809,70.06425622241343,2844,73.0,3328,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,35.03212811120672,2995,70.06425622241343,2695,71.06425622241343,2929
1763,Leah Downey,political_econ,Europe,KCL,3,3600,1,3809,28.879058156387305,3556,42.0,3670,5,3656,0,3283,0,3965,2.5,3719,0,3203,1,3860,0.5,4086,14.439529078193653,3618,28.879058156387305,3443,29.879058156387305,3558
1764,Robert Reamer,other,Europe,KCL,2,3967,0,4385,3.741657386773941,4405,6.0,4335,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,1.8708286933869709,4410,3.741657386773941,4367,4.741657386773941,4376
1765,Nina Obermeier,political_econ,Europe,KCL,1,4388,0,4385,5.0990195135927845,4310,6.0,4335,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,2.549509756796392,4319,5.0990195135927845,4266,6.0990195135927845,4276
1766,Maria Cotofan,multiple-field,Europe,KCL,3,3600,1,3809,25.865034312755125,3633,41.0,3682,7,3309,0,3283,2,2431,3.5,3382,0,3203,1,3860,1.0,3730,12.932517156377562,3685,25.865034312755125,3524,26.865034312755125,3624
1767,Benjamin Broman,political_econ,Europe,KCL,2,3967,0,4385,5.830951894845301,4282,10.0,4201,5,3656,0,3283,1,2917,2.5,3719,0,3203,0,4408,0.5,4086,2.9154759474226504,4293,5.830951894845301,4234,6.830951894845301,4250
1768,Jimena Valdez,political_econ,Europe,KCL,2,3967,1,3809,47.38143096192854,3184,53.0,3520,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,23.69071548096427,3297,47.38143096192854,3057,48.38143096192854,3227
1769,Maxim Alyukov,political_econ,Europe,KCL,5,2944,5,2603,62.24949798994366,2963,129.0,2957,8,3159,0,3283,0,3965,4.0,3242,0,3203,5,2654,2.5,2945,31.12474899497183,3109,62.24949798994366,2824,63.24949798994366,3031
1770,Kaveh Pourvand,other,Europe,KCL,2,3967,0,4385,4.58257569495584,4352,7.0,4303,8,3159,0,3283,0,3965,4.0,3242,0,3203,0,4408,0.0,4504,2.29128784747792,4357,4.58257569495584,4313,5.58257569495584,4325
1771,Olivia Cheung,political_econ,Europe,KCL,3,3600,2,3404,61.53860576906175,2971,93.0,3176,8,3159,0,3283,0,3965,4.0,3242,0,3203,2,3459,1.0,3730,30.769302884530877,3115,61.53860576906175,2835,62.53860576906175,3039
1772,Elena Yi-Jia Zeng,other,Europe,KCL,1,4388,0,4385,5.0,4330,5.0,4375,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,2.5,4337,5.0,4288,6.0,4300
1773,Michele Scotto Di Vettimo,political_econ,Europe,KCL,4,3256,1,3809,53.637673327615545,3079,71.0,3344,9,3018,0,3283,0,3965,4.5,3116,0,3203,1,3860,0.5,4086,26.81883666380777,3209,53.637673327615545,2938,54.637673327615545,3134
1774,Marta Wojciechowska,other,Europe,KCL,4,3256,1,3809,43.98863489584554,3249,71.0,3344,9,3018,0,3283,0,3965,4.5,3116,0,3203,1,3860,0.5,4086,21.99431744792277,3352,43.98863489584554,3123,44.98863489584554,3287
1775,Lisa H. Anders,political_econ,Europe,KCL,1,4388,1,3809,21.047565179849187,3761,23.0,3937,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,10.523782589924592,3799,21.047565179849187,3665,22.047565179849187,3744
1776,Theo Serlin,political_econ,Europe,KCL,2,3967,0,4385,5.477225575051661,4293,8.0,4272,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,2.7386127875258306,4303,5.477225575051661,4246,6.477225575051661,4260
1777,Michael Bankole,other,Europe,KCL,2,3967,1,3809,24.08318915758459,3672,26.0,3893,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,12.041594578792296,3715,24.08318915758459,3567,25.08318915758459,3657
1778,Gabriel Leon-Ablan,political_econ,Europe,KCL,1,4388,0,4385,2.23606797749979,4467,3.0,4453,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,1.118033988749895,4470,2.23606797749979,4440,3.23606797749979,4442
1779,Leonardo Falabella,labor,Europe,KCL,1,4388,0,4385,5.0,4330,5.0,4375,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,2.5,4337,5.0,4288,6.0,4300
1780,Daniel Alves,political_econ,Europe,KCL,1,4388,0,4385,2.0,4497,2.0,4502,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,1.0,4501,2.0,4473,3.0,4474
1781,Keith Smith,other,Europe,KCL,1,4388,0,4385,5.0,4330,5.0,4375,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,2.5,4337,5.0,4288,6.0,4300
1782,Sevinç Bermek,political_econ,Europe,KCL,1,4388,0,4385,1.0,4570,1.0,4570,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
1783,Laura Montecchio,other,Europe,KCL,1,4388,0,4385,4.0,4388,4.0,4413,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,2.0,4394,4.0,4349,5.0,4360
1784,Georgios Samaras,other,Europe,KCL,2,3967,0,4385,5.5677643628300215,4290,9.0,4234,10,2874,0,3283,0,3965,5.0,2983,0,3203,0,4408,0.0,4504,2.7838821814150108,4300,5.5677643628300215,4243,6.5677643628300215,4257
1785,Jeremy Jennings,other,Europe,KCL,1,4388,0,4385,7.14142842854285,4210,9.0,4234,10,2874,0,3283,0,3965,5.0,2983,0,3203,0,4408,0.0,4504,3.570714214271425,4226,7.14142842854285,4159,8.14142842854285,4183
1786,Udit Bhatia,political_econ,Europe,KCL,4,3256,1,3809,20.566963801203133,3780,43.0,3658,12,2609,0,3283,0,3965,6.0,2731,0,3203,1,3860,0.5,4086,10.283481900601569,3814,20.566963801203133,3682,21.566963801203133,3760
1787,Katarzyna Mcnaughton,political_econ,Europe,KCL,2,3967,0,4385,6.782329983125268,4229,10.0,4201,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,3.391164991562634,4245,6.782329983125268,4182,7.782329983125268,4203
1788,Oda Neegard,political_econ,Europe,KCL,1,4388,0,4385,4.123105625617661,4372,5.0,4375,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,2.0615528128088303,4377,4.123105625617661,4333,5.123105625617661,4345
1789,Aleksana Piletić,political_econ,Europe,KCL,4,3256,3,3094,37.98683982644516,3373,69.0,3358,4,3855,0,3283,0,3965,2.0,3907,0,3203,3,3149,1.5,3437,18.993419913222574,3463,37.98683982644516,3262,38.98683982644516,3400
1790,Kyuho Kang,finance,Asia,KoreaU,6,2677,3,3094,46.593991028886975,3201,123.0,2984,22,1700,0,3283,0,3965,11.0,1825,0,3203,3,3149,1.5,3437,23.296995514443488,3312,46.593991028886975,3073,47.593991028886975,3246
1791,Sung Jin Kang,multiple-field,Asia,KoreaU,13,1348,17,1215,116.85888926393234,2349,488.0,1855,47,731,0,3283,0,3965,23.5,827,0,3203,17,1241,8.5,1487,58.42944463196617,2574,116.85888926393234,2167,117.85888926393234,2492
1792,Kanghyock Koh,multiple-field,Asia,KoreaU,7,2425,6,2423,61.44102863722254,2972,191.0,2651,25,1518,0,3283,4,1786,12.5,1623,0,3203,6,2464,4.5,2297,30.72051431861127,3116,61.44102863722254,2838,62.44102863722254,3040
1793,Dukpa Kim,econometrics,Asia,KoreaU,10,1802,10,1828,418.5976588563295,1091,828.0,1420,19,1915,0,3283,5,1568,9.5,2035,0,3203,10,1859,5.5,2026,209.29882942816477,1552,418.5976588563295,884,419.5976588563295,1458
1794,Dong Heon Kim,macro,Asia,KoreaU,7,2425,7,2254,200.85318020882812,1805,378.0,2069,18,1994,0,3283,2,2431,9.0,2114,0,3203,7,2299,3.5,2589,100.42659010441407,2127,200.85318020882812,1610,201.85318020882812,2041
1795,Seik Kim,labor,Asia,KoreaU,5,2944,2,3404,22.516660498395403,3722,51.0,3547,10,2874,0,3283,1,2917,5.0,2983,0,3203,2,3459,1.5,3437,11.258330249197702,3762,22.516660498395403,3620,23.516660498395403,3706
1796,Jinyoung Kim,labor,Asia,KoreaU,13,1348,17,1215,291.1460114787768,1414,926.0,1337,30,1275,0,3283,3,2072,15.0,1386,0,3203,17,1241,9.0,1418,145.57300573938838,1836,291.1460114787768,1221,292.1460114787768,1746
1797,Jae Hyon Nahm,i_organization,Asia,KoreaU,4,3256,3,3094,33.66006535941367,3456,81.0,3257,15,2273,0,3283,3,2072,7.5,2418,0,3203,3,3149,2.0,3174,16.830032679706836,3538,33.66006535941367,3351,34.66006535941367,3474
1798,Sang Soo Park,multiple-field,Asia,KoreaU,5,2944,3,3094,76.39371701913711,2751,126.0,2967,13,2492,0,3283,2,2431,6.5,2616,0,3203,3,3149,2.0,3174,38.19685850956856,2914,76.39371701913711,2607,77.39371701913711,2849
1799,Cheolbeom Park,multiple-field,Asia,KoreaU,10,1802,10,1828,1366.7944249227826,334,1693.0,860,30,1275,0,3283,3,2072,15.0,1386,0,3203,10,1859,6.0,1923,683.3972124613913,975,1366.7944249227826,255,1367.7944249227826,802
1800,Kwanho Shin,multiple-field,Asia,KoreaU,19,797,32,583,321.44672964583106,1326,1410.0,995,80,301,1,1576,5,1568,40.5,343,1,1424,32,600,16.5,766,198.5360460836359,1590,320.0720921672718,1138,640.1441843345436,1191
1801,Yunjong Eo,macro,Asia,KoreaU,7,2425,4,2824,49.47726750741192,3148,122.0,2988,12,2609,0,3283,4,1786,6.0,2731,0,3203,4,2882,3.0,2752,24.73863375370596,3267,49.47726750741192,3021,50.47726750741192,3194
1802,Donghoon Yoo,macro,Asia,KoreaU,3,3600,0,4385,8.717797887081348,4140,18.0,4028,9,3018,1,1576,4,1786,5.0,2983,0,3203,1,3860,2.5,2945,8.570714214271426,3908,8.14142842854285,4111,16.2828568570857,3925
1803,Yoo Seung Han,micro_theory,Asia,KoreaU,2,3967,1,3809,12.649110640673518,4015,20.0,3989,12,2609,0,3283,1,2917,6.0,2731,0,3203,1,3860,1.0,3730,6.324555320336759,4033,12.649110640673518,3940,13.649110640673518,3988
1804,Woojin Lee,political_econ,Asia,KoreaU,6,2677,6,2423,96.33794683301072,2539,191.0,2651,12,2609,0,3283,5,1568,6.0,2731,0,3203,6,2464,3.0,2752,48.16897341650536,2737,96.33794683301072,2382,97.33794683301072,2669
1805,Jong-Wha Lee,multiple-field,Asia,KoreaU,34,230,57,232,4216.582265294963,74,11842.0,113,120,125,1,1576,11,832,60.5,151,1,1424,57,234,30.0,313,2635.606431158194,572,4182.212862316388,46,8364.425724632776,281
1806,Hongshik Lee,i_trade,Asia,KoreaU,11,1625,11,1709,124.21352583354198,2283,397.0,2027,33,1137,0,3283,2,2431,16.5,1262,0,3203,11,1737,5.5,2026,62.10676291677099,2525,124.21352583354198,2105,125.21352583354198,2441
1807,Huipyeong Jo,labor,Asia,KoreaU,3,3600,1,3809,19.79898987322333,3802,36.0,3736,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,9.899494936611664,3835,19.79898987322333,3704,20.79898987322333,3786
1808,Chirok Han,econometrics,Asia,KoreaU,13,1348,15,1353,190.52821313390837,1859,619.0,1659,40,899,1,1576,5,1568,20.5,981,1,1424,15,1379,8.5,1487,176.1444526111033,1675,167.28890522220658,1801,334.5778104444132,1631
1809,Dirk Bethmann,multiple-field,Asia,KoreaU,7,2425,6,2423,52.172789842982326,3100,140.0,2897,17,2079,0,3283,1,2917,8.5,2203,0,3203,6,2464,3.0,2752,26.086394921491163,3228,52.172789842982326,2963,53.172789842982326,3153
1810,Jannis Angelis,other,Europe,KTH,18,872,20,1048,482.3660435810133,951,1609.0,899,43,813,0,3283,0,3965,21.5,923,0,3203,20,1065,10.0,1294,241.18302179050664,1461,482.3660435810133,770,483.3660435810133,1348
1811,Sabina Du Rietz Dahlström,other,Europe,KTH,6,2677,6,2423,40.65710270051225,3322,97.0,3145,11,2737,0,3283,0,3965,5.5,2853,0,3203,6,2464,3.0,2752,20.328551350256124,3413,40.65710270051225,3205,41.65710270051225,3350
1812,Åsa-Karin Engstrand,other,Europe,KTH,4,3256,3,3094,23.2163735324878,3695,51.0,3547,12,2609,0,3283,0,3965,6.0,2731,0,3203,3,3149,1.5,3437,11.6081867662439,3738,23.2163735324878,3593,24.2163735324878,3679
1813,Charlotte Holgersson,other,Europe,KTH,11,1625,12,1604,187.27252868480204,1874,513.0,1805,23,1634,0,3283,0,3965,11.5,1753,0,3203,12,1632,6.0,1923,93.63626434240102,2187,187.27252868480204,1676,188.27252868480204,2101
1814,Pia Höök,other,Europe,KTH,1,4388,1,3809,56.0,3042,56.0,3480,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,28.0,3180,56.0,2903,57.0,3100
1815,Vardan Hovsepyan,micro_theory,Europe,KTH,1,4388,0,4385,3.0,4440,3.0,4453,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,1.5,4444,3.0,4407,4.0,4412
1816,Mark Sanctuary,multiple-field,Europe,KTH,8,2197,6,2423,72.82170006255004,2803,173.0,2737,16,2168,0,3283,0,3965,8.0,2304,0,3203,6,2464,3.0,2752,36.41085003127502,2962,72.82170006255004,2657,73.82170006255004,2892
1817,Christian Thomann,multiple-field,Europe,KTH,8,2197,5,2603,70.83784299369935,2825,168.0,2758,12,2609,0,3283,0,3965,6.0,2731,0,3203,5,2654,2.5,2945,35.41892149684968,2982,70.83784299369935,2681,71.83784299369935,2915
1818,Per Thulin,multiple-field,Europe,KTH,13,1348,14,1430,185.84671102820195,1882,553.0,1739,16,2168,0,3283,1,2917,8.0,2304,0,3203,14,1453,7.0,1731,92.92335551410098,2195,185.84671102820195,1684,186.84671102820195,2108
1819,Anna Wahl,other,Europe,KTH,3,3600,3,3094,45.43126676640219,3214,80.0,3267,7,3309,0,3283,0,3965,3.5,3382,0,3203,3,3149,1.5,3437,22.71563338320109,3326,45.43126676640219,3087,46.43126676640219,3259
1820,Stef Adriaenssens,labor,Europe,KU Leuven,9,1992,9,1961,70.77428911688199,2828,225.0,2516,22,1700,0,3283,0,3965,11.0,1825,0,3203,9,2003,4.5,2297,35.387144558440994,2983,70.77428911688199,2682,71.77428911688199,2917
1821,Ruxanda Berlinschi,multiple-field,Europe,KU Leuven,6,2677,5,2603,77.272245987806,2743,163.0,2783,11,2737,0,3283,1,2917,5.5,2853,0,3203,5,2654,3.0,2752,38.636122993903,2907,77.272245987806,2598,78.272245987806,2842
1822,Mark Corner,other,Europe,KU Leuven,2,3967,1,3809,19.39071942966532,3818,30.0,3824,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,9.69535971483266,3849,19.39071942966532,3721,20.39071942966532,3800
1823,Kristien Coucke,i_trade,Europe,KU Leuven,3,3600,3,3094,92.3038460737146,2575,128.0,2961,3,4085,0,3283,0,3965,1.5,4125,0,3203,3,3149,1.5,3437,46.151923036857305,2769,92.3038460737146,2418,93.3038460737146,2695
1824,Klaas De Brucker,other,Europe,KU Leuven,8,2197,7,2254,678.8313487163067,710,964.0,1306,13,2492,0,3283,0,3965,6.5,2616,0,3203,7,2299,3.5,2589,339.4156743581533,1280,678.8313487163067,550,679.8313487163067,1156
1825,Karolien De Bruyne,multiple-field,Europe,KU Leuven,6,2677,4,2824,76.4198926981712,2750,164.0,2777,17,2079,0,3283,0,3965,8.5,2203,0,3203,4,2882,2.0,3174,38.2099463490856,2913,76.4198926981712,2606,77.4198926981712,2848
1826,Nick Deschacht,labor,Europe,KU Leuven,13,1348,15,1353,338.7963990363534,1289,1071.0,1225,34,1095,0,3283,0,3965,17.0,1221,0,3203,15,1379,7.5,1649,169.3981995181767,1716,338.7963990363534,1083,339.7963990363534,1622
1827,Johan Lambrecht,multiple-field,Europe,KU Leuven,11,1625,12,1604,318.4493680320311,1335,918.0,1340,18,1994,0,3283,0,3965,9.0,2114,0,3203,12,1632,6.0,1923,159.22468401601554,1763,318.4493680320311,1142,319.4493680320311,1674
1828,Marjan Maes,labor,Europe,KU Leuven,1,4388,0,4385,9.055385138137416,4124,10.0,4201,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,4.527692569068709,4142,9.055385138137416,4065,10.055385138137416,4097
1829,Cindy Moons,macro,Europe,KU Leuven,5,2944,3,3094,29.88310559496787,3538,67.0,3375,6,3475,0,3283,0,3965,3.0,3545,0,3203,3,3149,1.5,3437,14.941552797483936,3600,29.88310559496787,3425,30.88310559496787,3540
1831,Eline Poelmans,history,Europe,KU Leuven,7,2425,7,2254,57.89645930452051,3016,168.0,2758,18,1994,0,3283,2,2431,9.0,2114,0,3203,7,2299,4.0,2445,28.948229652260256,3161,57.89645930452051,2880,58.89645930452051,3082
1832,Nicky Rogge,multiple-field,Europe,KU Leuven,27,420,40,441,733.600027262813,657,2767.0,586,53,615,0,3283,0,3965,26.5,696,0,3203,40,448,20.0,589,366.8000136314065,1237,733.600027262813,506,734.600027262813,1108
1833,Tom Van Puyenbroeck,multiple-field,Europe,KU Leuven,15,1141,21,998,340.8592084717677,1283,1093.0,1201,27,1408,0,3283,1,2917,13.5,1526,0,3203,21,1017,10.5,1239,170.42960423588386,1710,340.8592084717677,1073,341.8592084717677,1616
1834,Daam Van Reeth,i_organization,Europe,KU Leuven,7,2425,5,2603,64.56779382943171,2916,147.0,2849,17,2079,0,3283,0,3965,8.5,2203,0,3203,5,2654,2.5,2945,32.283896914715854,3072,64.56779382943171,2778,65.56779382943171,2995
1835,Stijn Vanormelingen,labor,Europe,KU Leuven,9,1992,9,1961,166.50825805346713,1996,403.0,2008,14,2384,0,3283,1,2917,7.0,2517,0,3203,9,2003,4.5,2297,83.25412902673357,2293,166.50825805346713,1805,167.50825805346713,2196
1836,Dieter Verhaest,labor,Europe,KU Leuven,19,797,28,696,315.88763825132503,1341,1311.0,1052,49,693,0,3283,0,3965,24.5,776,0,3203,28,718,14.0,936,157.94381912566251,1768,315.88763825132503,1149,316.88763825132503,1680
1837,Toru Morotomi,p_finance,Asia,Kyoto,5,2944,3,3094,49.92995093127971,3137,97.0,3145,9,3018,0,3283,0,3965,4.5,3116,0,3203,3,3149,1.5,3437,24.964975465639856,3260,49.92995093127971,3008,50.92995093127971,3188
1838,Tomoki Sekiguchi,multiple-field,Asia,Kyoto,21,669,36,503,327.98932909471307,1312,1635.0,887,82,287,0,3283,0,3965,41.0,333,0,3203,36,514,18.0,684,163.99466454735654,1744,327.98932909471307,1110,328.98932909471307,1648
1839,Shuji Hisano,other,Asia,Kyoto,7,2425,4,2824,74.3774159271482,2782,150.0,2832,13,2492,0,3283,0,3965,6.5,2616,0,3203,4,2882,2.0,3174,37.1887079635741,2943,74.3774159271482,2641,75.3774159271482,2875
1840,Yoshihiro Tokuga,finance,Asia,Kyoto,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
1841,Jin-Ichiro Yamada,multiple-field,Asia,Kyoto,4,3256,3,3094,38.49675310984031,3359,70.0,3350,9,3018,0,3283,0,3965,4.5,3116,0,3203,3,3149,1.5,3437,19.24837655492016,3450,38.49675310984031,3247,39.49675310984031,3386
1842,Alireza Jay Naghavi,multiple-field,Asia,Kyoto,14,1239,14,1430,130.95800853708795,2230,518.0,1793,36,1023,0,3283,4,1786,18.0,1148,0,3203,14,1453,7.5,1649,65.47900426854397,2476,130.95800853708795,2050,131.95800853708795,2388
1843,Shige Makino,i_trade,Asia,Kyoto,26,451,37,484,1333.6588769246805,346,5626.0,297,51,654,0,3283,0,3965,25.5,733,0,3203,37,494,18.5,651,666.8294384623402,989,1333.6588769246805,267,1334.6588769246805,823
1844,Junko Watanabe,multiple-field,Asia,Kyoto,1,4388,0,4385,1.0,4570,1.0,4570,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,2.0,4561
1845,Asli M. Colpan,multiple-field,Asia,Kyoto,14,1239,16,1280,163.67345539213133,2014,619.0,1659,33,1137,0,3283,0,3965,16.5,1262,0,3203,16,1309,8.0,1567,81.83672769606567,2305,163.67345539213133,1827,164.67345539213133,2212
1846,Norio Sawabe,other,Asia,Kyoto,6,2677,6,2423,66.9850729640567,2885,133.0,2937,10,2874,0,3283,0,3965,5.0,2983,0,3203,6,2464,3.0,2752,33.49253648202835,3040,66.9850729640567,2738,67.9850729640567,2967
1847,Takahide Yanagi,econometrics,Asia,Kyoto,2,3967,2,3404,19.493588689617926,3814,30.0,3824,6,3475,0,3283,2,2431,3.0,3545,0,3203,2,3459,1.5,3437,9.746794344808963,3845,19.493588689617926,3715,20.493588689617926,3796
1848,Naoto Jinji,i_trade,Asia,Kyoto,10,1802,10,1828,53.094255809833136,3087,227.0,2510,48,712,0,3283,0,3965,24.0,802,0,3203,10,1859,5.0,2147,26.547127904916568,3217,53.094255809833136,2946,54.094255809833136,3142
1849,Ken Yamada,labor,Asia,Kyoto,8,2197,8,2100,81.62720134857007,2683,229.0,2502,15,2273,1,1576,3,2072,8.0,2304,1,1424,8,2146,5.5,2026,79.71572333496644,2328,68.43144666993287,2721,136.86289333986574,2354
1850,Hiroaki Sasaki,macro,Asia,Kyoto,9,1992,9,1961,83.68990381163071,2670,320.0,2217,37,989,0,3283,0,3965,18.5,1111,0,3203,9,2003,4.5,2297,41.84495190581536,2846,83.68990381163071,2513,84.68990381163071,2774
1851,Takafumi Kurosawa,history,Asia,Kyoto,4,3256,3,3094,42.35563716909474,3298,100.0,3122,16,2168,0,3283,0,3965,8.0,2304,0,3203,3,3149,1.5,3437,21.17781858454737,3394,42.35563716909474,3177,43.35563716909474,3328
1852,Hisaki Kono,development,Asia,Kyoto,5,2944,3,3094,70.10706098532444,2843,139.0,2905,13,2492,0,3283,1,2917,6.5,2616,0,3203,3,3149,2.0,3174,35.05353049266222,2994,70.10706098532444,2694,71.10706098532444,2928
1853,Kenji Takeuchi,multiple-field,Asia,Kyoto,19,797,28,696,274.7835511816528,1485,1284.0,1068,65,467,0,3283,0,3965,32.5,531,0,3203,28,718,14.0,936,137.3917755908264,1888,274.7835511816528,1296,275.7835511816528,1803
1854,Masahiko Egami,finance,Asia,Kyoto,9,1992,9,1961,102.39140588936164,2485,332.0,2187,23,1634,0,3283,0,3965,11.5,1753,0,3203,9,2003,4.5,2297,51.19570294468082,2686,102.39140588936164,2315,103.39140588936164,2610
1855,Katsutoshi Wakai,micro_theory,Asia,Kyoto,2,3967,1,3809,19.544820285692065,3813,30.0,3824,9,3018,1,1576,2,2431,5.0,2983,1,1424,1,3860,1.5,3437,21.80788655293195,3364,8.615773105863909,4087,17.231546211727817,3887
1856,Shinichi Nishiyama,macro,Asia,Kyoto,7,2425,6,2423,134.73306943731373,2198,269.0,2354,8,3159,2,1169,3,2072,5.0,2983,2,1039,6,2464,4.5,2297,362.3186675271659,1244,47.65084884205331,3052,139.95254652615992,2334
1857,Naoki Wakabayashi,i_organization,Asia,Kyoto,3,3600,1,3809,63.49015671739991,2934,75.0,3312,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,31.745078358699956,3084,63.49015671739991,2796,64.49015671739991,3005
1858,Mai Kobayashi,other,Asia,Kyoto,8,2197,7,2254,181.02209809854708,1915,339.0,2169,10,2874,0,3283,0,3965,5.0,2983,0,3203,7,2299,3.5,2589,90.51104904927354,2223,181.02209809854708,1717,182.02209809854708,2131
1859,Takanori Adachi,i_organization,Asia,Kyoto,8,2197,8,2100,86.36550237218562,2640,223.0,2522,24,1571,0,3283,3,2072,12.0,1681,0,3203,8,2146,4.5,2297,43.18275118609281,2826,86.36550237218562,2485,87.36550237218562,2750
