num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
1,Adam Loch,multiple-field,Oceania,Adelaide,22,617,35,527,278.3720531950001,1464,1407.0,996,67,442,0,3283,0,3965,33.5,504,0,3203,35,538,17.5,716,139.18602659750007,1877,278.3720531950001,1277,279.3720531950001,1792
2,Akwasi Ampofo,development,Oceania,Adelaide,4,3256,2,3404,59.54829972383762,2995,92.0,3183,6,3475,0,3283,0,3965,3.0,3545,0,3203,2,3459,1.0,3730,29.77414986191881,3140,59.54829972383762,2859,60.54829972383762,3063
3,Benedikt Heid,i_trade,Oceania,Adelaide,9,1992,9,1961,160.44625268294675,2035,403.0,2008,15,2273,0,3283,0,3965,7.5,2418,0,3203,9,2003,4.5,2297,80.22312634147337,2323,160.44625268294675,1847,161.44625268294675,2232
4,Craig Johns,development,Oceania,Adelaide,2,3967,0,4385,5.477225575051661,4293,10.0,4201,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,2.7386127875258306,4303,5.477225575051661,4246,6.477225575051661,4260
5,Di Zeng,development,Oceania,Adelaide,11,1625,12,1604,165.7015389186232,2001,463.0,1898,22,1700,0,3283,0,3965,11.0,1825,0,3203,12,1632,6.0,1923,82.8507694593116,2296,165.7015389186232,1812,166.7015389186232,2203
6,Duygu Yengin,micro_theory,Oceania,Adelaide,7,2425,6,2423,47.53945729601885,3183,140.0,2897,17,2079,0,3283,3,2072,8.5,2203,0,3203,6,2464,3.5,2589,23.769728648009423,3295,47.53945729601885,3056,48.53945729601885,3226
7,Fiona Yap,political_econ,Oceania,Adelaide,6,2677,4,2824,35.62302626111375,3415,119.0,3011,29,1320,0,3283,0,3965,14.5,1436,0,3203,4,2882,2.0,3174,17.811513130556875,3504,35.62302626111375,3308,36.62302626111375,3435
8,Firmin Doko Tchatoka,multiple-field,Oceania,Adelaide,7,2425,4,2824,62.34580980306536,2958,173.0,2737,25,1518,0,3283,4,1786,12.5,1623,0,3203,4,2882,4.0,2445,31.17290490153268,3105,62.34580980306536,2820,63.34580980306536,3027
9,Genevieve Knight,labor,Oceania,Adelaide,4,3256,2,3404,42.26109321823088,3301,72.0,3336,5,3656,0,3283,0,3965,2.5,3719,0,3203,2,3459,1.0,3730,21.13054660911544,3397,42.26109321823088,3181,43.26109321823088,3331
10,George Stamatescu,other,Oceania,Adelaide,2,3967,1,3809,18.68154169226941,3842,23.0,3937,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,9.340770846134705,3871,18.68154169226941,3744,19.68154169226941,3823
11,Hammed Oluwaseyi Musibau,development,Oceania,Adelaide,12,1477,13,1510,245.07141816213493,1602,680.0,1578,26,1461,0,3283,0,3965,13.0,1571,0,3203,13,1535,6.5,1818,122.53570908106748,1973,245.07141816213493,1413,246.07141816213493,1885
12,Jacob Wong,macro,Oceania,Adelaide,2,3967,0,4385,10.295630140987,4086,14.0,4102,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,5.1478150704935,4102,10.295630140987,4022,11.295630140987,4058
13,Kostas Mavromaras,labor,Oceania,Adelaide,16,1038,23,906,198.04797398610268,1816,797.0,1436,37,989,0,3283,1,2917,18.5,1111,0,3203,23,925,11.5,1143,99.02398699305134,2137,198.04797398610268,1620,199.04797398610268,2050
14,Kym Anderson,i_trade,Oceania,Adelaide,36,203,122,51,576.0720441055962,824,4795.0,364,318,9,0,3283,2,2431,159.0,11,0,3203,122,52,61.5,67,288.0360220527981,1381,576.0720441055962,654,577.0720441055962,1252
15,Mark Dodd,behavior-experiment,Oceania,Adelaide,3,3600,1,3809,124.65151423067432,2277,142.0,2879,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,62.325757115337154,2519,124.65151423067432,2101,125.65151423067432,2436
16,Nadezhda Baryshnikova,multiple-field,Oceania,Adelaide,5,2944,2,3404,38.98717737923585,3349,76.0,3301,11,2737,0,3283,0,3965,5.5,2853,0,3203,2,3459,1.0,3730,19.493588689617926,3439,38.98717737923585,3236,39.98717737923585,3375
17,Panharoth Chhay,development,Oceania,Adelaide,3,3600,3,3094,25.65151067676132,3637,46.0,3618,5,3656,0,3283,0,3965,2.5,3719,0,3203,3,3149,1.5,3437,12.82575533838066,3688,25.65151067676132,3528,26.65151067676132,3627
18,Patrick O'Connor,other,Oceania,Adelaide,28,386,49,305,495.808430747199,937,2642.0,612,71,395,0,3283,0,3965,35.5,448,0,3203,49,313,24.5,444,247.9042153735995,1445,495.808430747199,754,496.808430747199,1338
19,Peter Draper,i_trade,Oceania,Adelaide,6,2677,3,3094,37.37646318206152,3386,113.0,3048,27,1408,0,3283,0,3965,13.5,1526,0,3203,3,3149,1.5,3437,18.68823159103076,3478,37.37646318206152,3277,38.37646318206152,3412
20,Qazi Haque,macro,Oceania,Adelaide,4,3256,2,3404,26.057628441590765,3627,57.0,3471,14,2384,0,3283,4,1786,7.0,2517,0,3203,2,3459,2.5,2945,13.028814220795384,3681,26.057628441590765,3521,27.057628441590765,3620
21,Ralph-Christopher Bayer,behavior-experiment,Oceania,Adelaide,10,1802,10,1828,70.25667228100119,2838,252.0,2421,29,1320,0,3283,5,1568,14.5,1436,0,3203,10,1859,5.5,2026,35.12833614050059,2990,70.25667228100119,2689,71.25667228100119,2924
22,Raul Barreto,multiple-field,Oceania,Adelaide,5,2944,5,2603,176.4199535200029,1937,286.0,2307,7,3309,0,3283,1,2917,3.5,3382,0,3203,5,2654,2.5,2945,88.20997676000147,2239,176.4199535200029,1740,177.4199535200029,2149
23,Richard Pomfret,multiple-field,Oceania,Adelaide,22,617,50,291,255.99218738078707,1558,1680.0,867,145,82,0,3283,1,2917,72.5,94,0,3203,50,299,25.0,431,127.99609369039354,1943,255.99218738078707,1372,256.9921873807871,1853
24,Rida Akzar,development,Oceania,Adelaide,2,3967,1,3809,13.527749258468685,3997,27.0,3874,16,2168,0,3283,0,3965,8.0,2304,0,3203,1,3860,0.5,4086,6.7638746292343415,4017,13.527749258468685,3918,14.527749258468685,3967
25,Rio Lawas Maligalig,development,Oceania,Adelaide,2,3967,2,3404,38.535697735995385,3358,55.0,3490,4,3855,0,3283,0,3965,2.0,3907,0,3203,2,3459,1.0,3730,19.26784886799769,3449,38.535697735995385,3246,39.535697735995385,3385
26,Ruby Nguyen,p_finance,Oceania,Adelaide,1,4388,0,4385,5.0990195135927845,4310,6.0,4335,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,2.549509756796392,4319,5.0990195135927845,4266,6.0990195135927845,4276
27,Stephane Mahuteau,labor,Oceania,Adelaide,10,1802,10,1828,86.24384035976135,2641,266.0,2361,13,2492,0,3283,0,3965,6.5,2616,0,3203,10,1859,5.0,2147,43.12192017988068,2827,86.24384035976135,2487,87.24384035976135,2751
28,Stephanie Mcwhinnie,multiple-field,Oceania,Adelaide,6,2677,5,2603,107.92126759818936,2427,173.0,2737,14,2384,0,3283,0,3965,7.0,2517,0,3203,5,2654,2.5,2945,53.96063379909469,2640,107.92126759818936,2247,108.92126759818936,2560
29,Suraya Abdul Halim,labor,Oceania,Adelaide,2,3967,0,4385,3.605551275463989,4413,5.0,4375,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,1.8027756377319943,4417,3.605551275463989,4374,4.60555127546399,4383
30,Terence C. Cheng,multiple-field,Oceania,Adelaide,15,1141,19,1100,237.722527329658,1638,742.0,1501,31,1232,0,3283,3,2072,15.5,1343,0,3203,19,1119,9.5,1356,118.861263664829,2001,237.722527329658,1440,238.722527329658,1912
31,Theo Simos,development,Oceania,Adelaide,2,3967,1,3809,30.083217912982647,3531,37.0,3719,2,4322,0,3283,0,3965,1.0,4350,0,3203,1,3860,0.5,4086,15.041608956491324,3595,30.083217912982647,3420,31.083217912982647,3536
32,Trang Nguyen,other,Oceania,Adelaide,4,3256,4,2824,50.51732376126036,3124,100.0,3122,6,3475,0,3283,0,3965,3.0,3545,0,3203,4,2882,2.0,3174,25.25866188063018,3250,50.51732376126036,2994,51.51732376126036,3176
33,Virginie Masson,multiple-field,Oceania,Adelaide,5,2944,2,3404,56.65686189686118,3033,102.0,3106,9,3018,0,3283,0,3965,4.5,3116,0,3203,2,3459,1.0,3730,28.32843094843059,3172,56.65686189686118,2896,57.65686189686118,3093
34,Yaping Shan,micro_theory,Oceania,Adelaide,2,3967,2,3404,17.05872210923198,3883,25.0,3909,4,3855,0,3283,1,2917,2.0,3907,0,3203,2,3459,1.0,3730,8.52936105461599,3913,17.05872210923198,3792,18.05872210923198,3859
35,Zhang Wei,labor,Oceania,Adelaide,9,1992,9,1961,150.18987981884797,2094,367.0,2096,13,2492,0,3283,0,3965,6.5,2616,0,3203,9,2003,4.5,2297,75.09493990942399,2370,150.18987981884797,1913,151.18987981884797,2277
36,Andrew Eckert,i_organization,North America,Alberta,13,1348,19,1100,175.77258034175864,1944,648.0,1622,44,790,0,3283,1,2917,22.0,892,0,3203,19,1119,9.5,1356,87.88629017087932,2244,175.77258034175864,1745,176.77258034175864,2153
37,Andrew Leach,multiple-field,North America,Alberta,10,1802,10,1828,142.765542061101,2145,432.0,1954,28,1363,0,3283,0,3965,14.0,1485,0,3203,10,1859,5.0,2147,71.3827710305505,2410,142.765542061101,1967,143.765542061101,2318
38,Andrew Mcgee,labor,North America,Alberta,8,2197,8,2100,85.12343978012167,2656,218.0,2544,18,1994,0,3283,3,2072,9.0,2114,0,3203,8,2146,4.0,2445,42.56171989006084,2835,85.12343978012167,2500,86.12343978012167,2762
39,Ashantha Ranasinghe,development,North America,Alberta,4,3256,3,3094,40.06245124802026,3334,79.0,3276,9,3018,0,3283,2,2431,4.5,3116,0,3203,3,3149,1.5,3437,20.03122562401013,3423,40.06245124802026,3218,41.06245124802026,3361
40,Beyza Ural-Marchand,multiple-field,North America,Alberta,6,2677,4,2824,124.93598360760602,2276,245.0,2452,10,2874,0,3283,1,2917,5.0,2983,0,3203,4,2882,2.0,3174,62.46799180380301,2517,124.93598360760602,2100,125.93598360760602,2434
41,Brendon Andrews,p_finance,North America,Alberta,0,4667,0,4385,0.0,4667,0.0,4667,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,0.0,4667,0.0,4669,1.0,4669
42,Marco Brianti,multiple-field,North America,Alberta,3,3600,1,3809,11.832159566199232,4042,18.0,4028,5,3656,0,3283,3,2072,2.5,3719,0,3203,1,3860,2.0,3174,5.916079783099616,4060,11.832159566199232,3969,12.832159566199232,4013
43,Chetan Dave,macro,North America,Alberta,7,2425,6,2423,329.1200388915874,1311,568.0,1720,20,1840,0,3283,5,1568,10.0,1962,0,3203,6,2464,4.5,2297,164.5600194457937,1741,329.1200388915874,1105,330.1200388915874,1645
44,Claudia M. Landeo,multiple-field,North America,Alberta,8,2197,7,2254,61.04096984812741,2977,196.0,2630,19,1915,1,1576,3,2072,10.0,1962,1,1424,7,2299,4.5,2297,61.274472187876704,2534,49.54894437575342,3018,99.09788875150684,2654
45,Dana Anderson,multiple-field,North America,Alberta,5,2944,3,3094,132.00378782444085,2221,203.0,2600,7,3309,0,3283,0,3965,3.5,3382,0,3203,3,3149,1.5,3437,66.00189391222042,2466,132.00378782444085,2041,133.00378782444085,2378
46,David Brown,i_organization,North America,Alberta,13,1348,18,1155,105.47985589675405,2451,474.0,1877,40,899,0,3283,3,2072,20.0,1011,0,3203,18,1177,10.0,1294,52.73992794837702,2656,105.47985589675405,2271,106.47985589675405,2579
47,Pinar Gunes,labor,North America,Alberta,5,2944,4,2824,147.63807097087118,2106,249.0,2433,10,2874,0,3283,2,2431,5.0,2983,0,3203,4,2882,2.5,2945,73.81903548543559,2381,147.63807097087118,1929,148.63807097087118,2288
48,Haifang Huang,multiple-field,North America,Alberta,11,1625,11,1709,349.4395512817632,1249,1044.0,1242,18,1994,0,3283,0,3965,9.0,2114,0,3203,11,1737,5.5,2026,174.71977564088158,1686,349.4395512817632,1040,350.4395512817632,1585
49,Heather Eckert,i_organization,North America,Alberta,5,2944,4,2824,76.8830280361017,2746,135.0,2930,7,3309,0,3283,0,3965,3.5,3382,0,3203,4,2882,2.0,3174,38.44151401805085,2908,76.8830280361017,2601,77.8830280361017,2843
50,Dmytro Hryshko,multiple-field,North America,Alberta,6,2677,6,2423,78.01281945936834,2734,184.0,2679,12,2609,0,3283,3,2072,6.0,2731,0,3203,6,2464,4.0,2445,39.00640972968417,2901,78.01281945936834,2589,79.01281945936834,2834
51,Jeffrey Penney,multiple-field,North America,Alberta,3,3600,1,3809,23.95829710142188,3677,44.0,3644,10,2874,0,3283,1,2917,5.0,2983,0,3203,1,3860,1.0,3730,11.97914855071094,3723,23.95829710142188,3573,24.95829710142188,3663
52,Jiatong Zhong,labor,North America,Alberta,1,4388,0,4385,3.1622776601683795,4423,4.0,4413,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,1.5811388300841898,4427,3.1622776601683795,4383,4.16227766016838,4392
53,Tilman Klumpp,multiple-field,North America,Alberta,9,1992,9,1961,179.0335164152232,1924,399.0,2019,23,1634,0,3283,4,1786,11.5,1753,0,3203,9,2003,5.0,2147,89.5167582076116,2228,179.0335164152232,1727,180.0335164152232,2138
54,Kenichi Shimizu,econometrics,North America,Alberta,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.0,4667,0.0,4669,1.0,4669
55,Corinne Langinier,multiple-field,North America,Alberta,8,2197,8,2100,91.3892772703669,2586,246.0,2447,17,2079,0,3283,1,2917,8.5,2203,0,3203,8,2146,4.0,2445,45.69463863518345,2776,91.3892772703669,2427,92.3892772703669,2703
56,Li Zhou,multiple-field,North America,Alberta,4,3256,4,2824,182.76761201044343,1904,264.0,2366,7,3309,0,3283,0,3965,3.5,3382,0,3203,4,2882,2.0,3174,91.38380600522171,2212,182.76761201044343,1705,183.76761201044343,2122
57,Laurel Wheeler,finance,North America,Alberta,2,3967,1,3809,21.14237451186597,3759,25.0,3909,6,3475,0,3283,0,3965,3.0,3545,0,3203,1,3860,0.5,4086,10.571187255932989,3797,21.14237451186597,3663,22.14237451186597,3742
58,Martin Alfaro,i_trade,North America,Alberta,3,3600,0,4385,7.416198487095663,4198,19.0,4007,9,3018,0,3283,0,3965,4.5,3116,0,3203,0,4408,0.0,4504,3.708099243547832,4215,7.416198487095663,4145,8.416198487095663,4172
59,Joseph Marchand,labor,North America,Alberta,11,1625,11,1709,174.9085475327035,1950,471.0,1885,23,1634,0,3283,0,3965,11.5,1753,0,3203,11,1737,5.5,2026,87.45427376635175,2250,174.9085475327035,1755,175.9085475327035,2159
60,Runjuan Liu,i_trade,North America,Alberta,8,2197,8,2100,156.6748224827461,2052,373.0,2084,10,2874,0,3283,0,3965,5.0,2983,0,3203,8,2146,4.0,2445,78.33741124137305,2342,156.6748224827461,1871,157.6748224827461,2245
61,Sebastian Fossati,multiple-field,North America,Alberta,4,3256,0,4385,13.856406460551018,3990,36.0,3736,11,2737,0,3283,0,3965,5.5,2853,0,3203,0,4408,0.0,4504,6.928203230275509,4011,13.856406460551018,3911,14.856406460551018,3959
62,Malik Shukayev,macro,North America,Alberta,7,2425,3,3094,26.795522013948524,3611,80.0,3267,15,2273,0,3283,2,2431,7.5,2418,0,3203,3,3149,1.5,3437,13.397761006974262,3666,26.795522013948524,3499,27.795522013948524,3605
63,Rick Szostak,other,North America,Alberta,11,1625,11,1709,116.30133275246678,2352,480.0,1869,95,222,0,3283,0,3965,47.5,249,0,3203,11,1737,5.5,2026,58.15066637623339,2577,116.30133275246678,2169,117.30133275246678,2497
64,Vera Brencic,labor,North America,Alberta,8,2197,7,2254,61.73329733620261,2967,165.0,2773,18,1994,0,3283,0,3965,9.0,2114,0,3203,7,2299,3.5,2589,30.866648668101305,3112,61.73329733620261,2832,62.73329733620261,3036
65,Valentina Galvani,finance,North America,Alberta,5,2944,2,3404,42.16633728461603,3304,98.0,3139,18,1994,0,3283,0,3965,9.0,2114,0,3203,2,3459,1.0,3730,21.083168642308014,3400,42.16633728461603,3184,43.16633728461603,3333
66,Xingfei Liu,labor,North America,Alberta,6,2677,5,2603,48.68264577855234,3167,112.0,3057,11,2737,0,3283,0,3965,5.5,2853,0,3203,5,2654,2.5,2945,24.34132288927617,3282,48.68264577855234,3038,49.68264577855234,3209
67,Xuejuan Su,multiple-field,North America,Alberta,9,1992,9,1961,277.4130494407212,1468,542.0,1757,17,2079,0,3283,3,2072,8.5,2203,0,3203,9,2003,5.0,2147,138.7065247203606,1879,277.4130494407212,1281,278.4130494407212,1794
68,Gérard Kampschöer,finance,Europe,Amsterdam,0,4667,0,4385,0.0,4667,0.0,4667,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,1.0,4669
69,Roel Beetsma,multiple-field,Europe,Amsterdam,26,451,56,237,485.0804057061056,947,2679.0,599,111,151,1,1576,21,355,56.0,184,1,1424,56,241,31.0,292,265.2674142347666,1413,485.5348284695333,766,971.0696569390664,954
70,Thomas Douenne,p_finance,Europe,Amsterdam,4,3256,4,2824,243.51385997515624,1612,399.0,2019,7,3309,0,3283,0,3965,3.5,3382,0,3203,4,2882,2.0,3174,121.75692998757812,1981,243.51385997515624,1420,244.51385997515624,1894
71,Massimo Giuliodori,finance,Europe,Amsterdam,3,3600,2,3404,121.21056059601408,2314,142.0,2879,3,4085,0,3283,1,2917,1.5,4125,0,3203,2,3459,1.0,3730,60.60528029800704,2548,121.21056059601408,2133,122.21056059601408,2465
72,Franc Klaassen,multiple-field,Europe,Amsterdam,15,1141,16,1280,402.2312767550529,1122,1172.0,1139,22,1700,0,3283,4,1786,11.0,1825,0,3203,16,1309,8.5,1487,201.1156383775265,1577,402.2312767550529,913,403.2312767550529,1486
73,Charan Van Krevel,development,Europe,Amsterdam,3,3600,1,3809,29.393876913398135,3548,40.0,3695,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,14.696938456699067,3608,29.393876913398135,3434,30.393876913398135,3549
74,Ward Romp,multiple-field,Europe,Amsterdam,10,1802,11,1709,271.89152248645047,1495,525.0,1782,18,1994,0,3283,2,2431,9.0,2114,0,3203,11,1737,5.5,2026,135.94576124322523,1898,271.89152248645047,1312,272.89152248645047,1811
75,Christian Stoltenberg,macro,Europe,Amsterdam,2,3967,0,4385,5.291502622129181,4301,14.0,4102,8,3159,0,3283,6,1392,4.0,3242,0,3203,0,4408,3.0,2752,2.6457513110645907,4310,5.291502622129181,4254,6.291502622129181,4267
76,Dirk Veestraeten,multiple-field,Europe,Amsterdam,7,2425,5,2603,38.60051813123757,3355,120.0,3002,20,1840,0,3283,0,3965,10.0,1962,0,3203,5,2654,2.5,2945,19.300259065618786,3446,38.60051813123757,3243,39.60051813123757,3382
77,Marcelo Zouain Pedroni,macro,Europe,Amsterdam,2,3967,2,3404,20.92844953645635,3769,32.0,3798,5,3656,3,924,5,1568,4.0,3242,2,1039,3,3149,4.0,2445,81.52557647499472,2310,4.0,4349,8.0,4195
78,Ton Van Den Bremer,other,Europe,Amsterdam,23,568,43,396,703.3242495463952,682,2077.0,747,84,277,1,1576,2,2431,42.5,312,1,1424,43,408,22.0,518,403.662230643678,1194,702.3244612873559,530,1404.6489225747118,793
79,Neeltje Van Horen,i_finance,Europe,Amsterdam,16,1038,16,1280,552.7865772610619,844,1713.0,851,21,1766,1,1576,5,1568,11.0,1825,1,1424,16,1309,8.5,1487,395.1175393763848,1205,539.2350787527695,696,1078.470157505539,910
80,Aerdt Houben,finance,Europe,Amsterdam,5,2944,3,3094,78.95568377260753,2720,146.0,2856,11,2737,0,3283,1,2917,5.5,2853,0,3203,3,3149,1.5,3437,39.47784188630376,2887,78.95568377260753,2573,79.95568377260753,2822
81,Klaas Knot,multiple-field,Europe,Amsterdam,7,2425,7,2254,52.744667976962376,3088,142.0,2879,25,1518,0,3283,0,3965,12.5,1623,0,3203,7,2299,3.5,2589,26.372333988481188,3219,52.744667976962376,2949,53.744667976962376,3144
82,Paul Van Den Noord,multiple-field,Europe,Amsterdam,7,2425,5,2603,64.62197768561404,2915,164.0,2777,26,1461,0,3283,0,3965,13.0,1571,0,3203,5,2654,2.5,2945,32.31098884280702,3071,64.62197768561404,2777,65.62197768561404,2994
83,Gerard Pfann,labor,Europe,Amsterdam,19,797,29,665,702.2499555001766,685,1851.0,809,50,671,1,1576,13,700,25.5,733,1,1424,29,684,15.5,820,434.48206553566,1163,697.9641310713199,539,1395.9282621426398,799
84,Rick Van Der Ploeg,multiple-field,Europe,Amsterdam,38,176,103,63,1501.405674692886,301,6463.0,254,177,54,2,1169,26,250,89.5,61,2,1039,103,65,55.0,85,927.854575748098,872,1501.9046636369926,220,4502.713990910977,416
85,Sweder Van Wijnbergen,multiple-field,Europe,Amsterdam,23,568,41,427,477.8629510644239,958,1965.0,771,80,301,4,749,20,383,42.0,319,4,656,41,434,26.0,403,707.6936247134092,956,475.392617676603,778,2361.963088383015,607
86,Terence Dores Cruz,behavior-experiment,Europe,Amsterdam,9,1992,8,2100,131.63965967746955,2225,317.0,2228,11,2737,0,3283,0,3965,5.5,2853,0,3203,8,2146,4.0,2445,65.81982983873478,2470,131.63965967746955,2045,132.63965967746955,2383
87,Jan Engelmann,behavior-experiment,Europe,Amsterdam,22,617,36,503,556.0323731582541,841,2232.0,708,54,596,2,1169,2,2431,28.0,646,1,1424,37,494,19.5,610,634.9355157323561,1004,473.8813410169976,780,1418.644023050993,791
88,Jan Hausfeld,behavior-experiment,Europe,Amsterdam,6,2677,2,3404,28.03569153775237,3583,72.0,3336,12,2609,0,3283,2,2431,6.0,2731,0,3203,2,3459,2.0,3174,14.017845768876189,3642,28.03569153775237,3472,29.03569153775237,3581
89,Natalie Lee,behavior-experiment,Europe,Amsterdam,1,4388,0,4385,3.0,4440,3.0,4453,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,1.5,4444,3.0,4407,4.0,4412
90,Jantsje Mol,behavior-experiment,Europe,Amsterdam,9,1992,9,1961,100.59821071967431,2498,308.0,2251,12,2609,0,3283,0,3965,6.0,2731,0,3203,9,2003,4.5,2297,50.29910535983717,2701,100.59821071967431,2332,101.59821071967431,2628
91,Theo Offerman,behavior-experiment,Europe,Amsterdam,24,528,35,527,438.9840543801107,1041,1939.0,780,55,582,5,627,27,228,30.0,588,5,545,35,538,25.0,431,2091.3187516682838,626,390.87174034904393,934,2321.230442094264,613
92,Hagai Rabinovitch,behavior-experiment,Europe,Amsterdam,2,3967,0,4385,4.242640687119285,4365,8.0,4272,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,2.1213203435596424,4370,4.242640687119285,4326,5.242640687119285,4338
93,Giorgia Romagnoli,behavior-experiment,Europe,Amsterdam,4,3256,0,4385,11.357816691600547,4052,31.0,3809,9,3018,0,3283,2,2431,4.5,3116,0,3203,0,4408,1.0,3730,5.678908345800274,4069,11.357816691600547,3980,12.357816691600547,4023
94,Arthur Schram,behavior-experiment,Europe,Amsterdam,25,490,49,305,538.5907537267976,871,2660.0,606,78,323,1,1576,28,209,39.5,366,1,1424,49,313,28.5,340,393.9554559690217,1207,522.9109119380433,716,1045.821823876087,924
95,Shaul Shalvi,behavior-experiment,Europe,Amsterdam,33,250,58,227,1289.9709299050114,355,5193.0,333,86,268,0,3283,1,2917,43.0,305,0,3203,58,228,29.5,320,644.9854649525057,998,1289.9709299050114,272,1290.9709299050114,837
96,Joep Sonnemans,behavior-experiment,Europe,Amsterdam,28,386,53,259,601.9401963650542,793,3192.0,528,74,360,2,1169,21,355,38.0,399,2,1039,53,270,29.0,327,819.764093115929,912,573.5618951609703,657,1717.685685482911,726
97,Aljaz Ule,behavior-experiment,Europe,Amsterdam,7,2425,6,2423,1015.0389155101394,496,1588.0,906,15,2273,0,3283,2,2431,7.5,2418,0,3203,6,2464,3.5,2589,507.5194577550697,1085,1015.0389155101394,363,1016.0389155101394,936
98,Matthijs Van Veelen,other,Europe,Amsterdam,19,797,27,733,277.62024421860883,1466,1041.0,1244,39,924,2,1169,6,1392,20.5,981,2,1039,27,755,15.5,820,200.2271824069061,1581,278.7453703316462,1275,833.2361109949386,1039
99,Ailko Van Der Veen,behavior-experiment,Europe,Amsterdam,3,3600,2,3404,28.08914381037628,3581,45.0,3632,4,3855,0,3283,1,2917,2.0,3907,0,3203,2,3459,1.5,3437,14.04457190518814,3640,28.08914381037628,3470,29.08914381037628,3579
100,Joël Van Der Weele,behavior-experiment,Europe,Amsterdam,13,1348,16,1280,320.8722487221355,1327,955.0,1312,25,1518,2,1169,7,1234,13.5,1526,1,1424,17,1241,10.0,1294,231.586183612492,1483,321.172367224984,1133,960.5171016749518,962
101,Frans Van Winden,multiple-field,Europe,Amsterdam,26,451,44,375,666.7945710636823,726,2771.0,585,80,301,0,3283,26,250,40.0,354,0,3203,44,387,27.0,375,333.39728553184113,1293,666.7945710636823,561,667.7945710636823,1166
102,Adam Booij,behavior-experiment,Europe,Amsterdam,4,3256,4,2824,208.66719914735043,1752,370.0,2090,4,3855,0,3283,0,3965,2.0,3907,0,3203,4,2882,2.0,3174,104.33359957367522,2091,208.66719914735043,1560,209.66719914735043,2002
103,Zichen Deng,development,Europe,Amsterdam,3,3600,1,3809,17.916472867168917,3860,27.0,3874,3,4085,0,3283,1,2917,1.5,4125,0,3203,1,3860,1.0,3730,8.958236433584458,3891,17.916472867168917,3767,18.91647286716892,3840
104,Monique De Haan,labor,Europe,Amsterdam,7,2425,5,2603,141.84851074297538,2152,281.0,2322,9,3018,1,1576,6,1392,5.0,2983,0,3203,6,2464,4.5,2297,77.83784299369935,2348,142.6756859873987,1970,285.3513719747974,1770
105,Hessel Oosterbeek,labor,Europe,Amsterdam,29,352,59,219,1447.6228790676114,314,5504.0,309,81,293,3,924,23,303,42.0,319,2,1039,60,218,34.0,243,2073.5419736304925,630,1359.4121792434628,259,5429.648716973851,382
106,Erik Plug,labor,Europe,Amsterdam,29,352,59,219,1447.6228790676114,314,5504.0,309,81,293,3,924,23,303,42.0,319,2,1039,60,218,34.0,243,2073.5419736304925,630,1359.4121792434628,259,5429.648716973851,382
107,Menno Pradhan,development,Europe,Amsterdam,22,617,30,633,331.27179173603054,1306,1537.0,934,46,750,2,1169,8,1097,24.0,802,2,1039,30,649,16.5,766,473.0053538058352,1117,313.42896461312006,1156,937.28689383936,975
108,Silvia Dominguez Martinez,multiple-field,Europe,Amsterdam,4,3256,2,3404,28.809720581775867,3560,52.0,3533,6,3475,0,3283,3,2072,3.0,3545,0,3203,2,3459,2.0,3174,14.404860290887934,3622,28.809720581775867,3448,29.809720581775867,3562
109,Maarten Pieter Schinkel,i_organization,Europe,Amsterdam,11,1625,13,1510,82.90958931269651,2675,306.0,2254,28,1363,0,3283,3,2072,14.0,1485,0,3203,13,1535,7.5,1649,41.454794656348255,2851,82.90958931269651,2524,83.90958931269651,2782
110,Jo Seldeslachts,i_organization,Europe,Amsterdam,8,2197,7,2254,74.75292636412303,2777,238.0,2476,20,1840,0,3283,2,2431,10.0,1962,0,3203,7,2299,4.0,2445,37.37646318206152,2938,74.75292636412303,2634,75.75292636412303,2871
